junc.id	all_n40	max
chr6:-:137206204-137206962	0.025	0.025
chr6:-:158637185-158637770	0	0
chr6:-:158637894-158644681	0.125	0.125
chr6:-:158638538-158638574	0	0
chr6:-:158767296-158767322	0	0
chr6:-:158767512-158818081	0.025	0.025
chr6:-:158768551-158769325	0	0
chr6:-:158769828-158769879	0.025	0.025
chr6:-:158770887-158771243	0	0
chr6:-:158782003-158782167	0	0
chr6:-:158784725-158785308	0.025	0.025
chr6:-:158787203-158788339	0.025	0.025
chr6:-:158818166-158818762	0	0
chr6:-:159679298-159684853	0	0
chr6:-:159680055-159680182	0	0
chr6:-:159680287-159680486	0	0
chr6:-:159680675-159680810	0.175	0.175
chr6:-:159680908-159681477	0	0
chr6:-:159681354-159681669	0	0
chr6:-:159684986-159688125	0.025	0.025
chr6:-:159688239-159692660	0.025	0.025
chr6:-:159779815-159779894	0	0
chr6:-:159780533-159780934	0	0
chr6:-:169217660-169217695	0	0
chr6:-:169217729-169220197	0	0
chr6:-:169220296-169221429	0	0
chr6:-:169220329-169221429	0.025	0.025
chr6:-:169225265-169228248	0.025	0.025
chr6:-:169225298-169226179	0.025	0.025
chr6:-:169225346-169226179	0.025	0.025
chr6:-:169226066-169226179	0	0
chr6:-:169227888-169228248	0	0
chr6:-:169228248-169229571	0.075	0.075
chr6:-:169229646-169231979	0.025	0.025
chr6:-:169233284-169233404	0	0
chr6:-:169233496-169233647	0.025	0.025
chr6:-:169233496-169233828	0	0
chr6:-:169233543-169234485	0	0
chr6:-:169233647-169233828	0	0
chr6:-:169233736-169234527	0.025	0.025
chr6:-:169233879-169233999	0	0
chr6:-:169241372-169241761	0	0
chr6:-:169244940-169246196	0	0
chr6:-:169246281-169250732	0	0
chr6:-:169248933-169250732	0.025	0.025
chr6:-:169250798-169253723	0	0
chr6:-:170537335-170543600	0	0
chr6:-:170543721-170546102	0	0
chr6:-:170546184-170553129	0	0
chr6:-:18225730-18236451	0	0
chr6:-:18226242-18249650	0	0
chr6:-:18232354-18236451	0.025	0.025
chr6:-:18248932-18249650	0.025	0.025
chr6:-:18258057-18258303	0	0
chr6:-:18258400-18263842	0	0
chr6:-:26055792-26056008	0	0
chr6:-:26055807-26056359	0	0
chr6:-:26055825-26056071	0.075	0.075
chr6:-:26055855-26055894	0	0
chr6:-:26055879-26056071	0.025	0.025
chr6:-:26056008-26056359	0.15	0.15
chr6:-:26056038-26056098	0.025	0.025
chr6:-:26123626-26123785	0	0
chr6:-:26216417-26216524	0	0
chr6:-:26234284-26234851	0.025	0.025
chr6:-:26234675-26234792	0.025	0.025
chr6:-:27866869-27867097	0.025	0.025
chr6:-:27866869-27867154	0.075	0.075
chr6:-:27867001-27867106	0.1	0.1
chr6:-:27867097-27867448	0.05	0.05
chr6:-:30602100-30602196	0.05	0.05
chr6:-:30602100-30602244	0	0
chr6:-:30602100-30602292	0	0
chr6:-:30602148-30602244	0	0
chr6:-:30602184-30602232	0.025	0.025
chr6:-:30602196-30602292	0	0
chr6:-:30602244-30602334	0.05	0.05
chr6:-:30603521-30603542	0.025	0.025
chr6:-:30604674-30604993	0	0
chr6:-:30608832-30609138	0	0
chr6:-:30616591-30616715	0.025	0.025
chr6:-:30616998-30617091	0	0
chr6:-:30685514-30685664	0.025	0.025
chr6:-:30728145-30730036	0.025	0.025
chr6:-:30730177-30730419	0	0
chr6:-:30730177-30741791	0.025	0.025
chr6:-:30730818-30730918	0	0
chr6:-:30731031-30731052	0	0
chr6:-:30740306-30740495	0.075	0.075
chr6:-:30740567-30740668	0	0
chr6:-:30740567-30741189	0	0
chr6:-:30740795-30741189	0.05	0.05
chr6:-:30740798-30741613	0.05	0.05
chr6:-:30740798-30742146	0	0
chr6:-:30741333-30741631	0	0
chr6:-:30742197-30742526	0.025	0.025
chr6:-:31268896-31270427	0	0
chr6:-:31269138-31269965	0.025	0.025
chr6:-:31269163-31269337	0.025	0.025
chr6:-:31269163-31269525	0.075	0.075
chr6:-:31269163-31269965	0.05	0.05
chr6:-:31269167-31270427	0.025	0.025
chr6:-:31269368-31269499	0.1	0.1
chr6:-:31269381-31269492	0.625	0.625
chr6:-:31269385-31269494	0	0
chr6:-:31269525-31270209	0.25	0.25
chr6:-:31270071-31270331	0	0
chr6:-:31270306-31270331	0.025	0.025
chr6:-:31270438-31271072	0.225	0.225
chr6:-:31271136-31271598	0	0
chr6:-:31271175-31271205	0.025	0.025
chr6:-:31271256-31271598	0	0
chr6:-:31271274-31271598	0	0
chr6:-:31271331-31271852	0	0
chr6:-:31271348-31271572	0	0
chr6:-:31271704-31271852	0.025	0.025
chr6:-:31271731-31272065	0.025	0.025
chr6:-:31271756-31271852	0.05	0.05
chr6:-:31353922-31353944	0.025	0.025
chr6:-:31353944-31354029	0.025	0.025
chr6:-:31353944-31354042	0.025	0.025
chr6:-:31354019-31354066	0.025	0.025
chr6:-:31354260-31355106	0.025	0.025
chr6:-:31354286-31354478	0.025	0.025
chr6:-:31354286-31355106	0.05	0.05
chr6:-:31354290-31354478	0.025	0.025
chr6:-:31354522-31354632	0.45	0.45
chr6:-:31354526-31354634	0.05	0.05
chr6:-:31354653-31355095	0.05	0.05
chr6:-:31354656-31355106	0.025	0.025
chr6:-:31354665-31355112	0.025	0.025
chr6:-:31354665-31355124	0.025	0.025
chr6:-:31354683-31355106	0	0
chr6:-:31354694-31355106	0	0
chr6:-:31355120-31355316	0.025	0.025
chr6:-:31355160-31355316	0.025	0.025
chr6:-:31355221-31355316	0.075	0.075
chr6:-:31355257-31355316	0	0
chr6:-:31355592-31356687	0.025	0.025
chr6:-:31355750-31356166	0	0
chr6:-:31356350-31356687	0.025	0.025
chr6:-:31356368-31356687	0.025	0.025
chr6:-:31356425-31356687	0	0
chr6:-:31356854-31356941	0.025	0.025
chr6:-:31356862-31357085	0.05	0.05
chr6:-:31356885-31357085	0.1	0.1
chr6:-:31356941-31357085	0.025	0.025
chr6:-:31530918-31531052	0.025	0.025
chr6:-:31530926-31531109	0.375	0.375
chr6:-:31531181-31531295	0.8	0.8
chr6:-:31531342-31532779	0.025	0.025
chr6:-:31531357-31532779	0	0
chr6:-:31531387-31532779	0	0
chr6:-:31532076-31532484	0	0
chr6:-:31532080-31532352	0.025	0.025
chr6:-:31532911-31533658	0	0
chr6:-:31534254-31534329	0.025	0.025
chr6:-:31534442-31536608	0.025	0.025
chr6:-:31534854-31535366	0.125	0.125
chr6:-:31535017-31535366	0.025	0.025
chr6:-:31536650-31538762	0.025	0.025
chr6:-:31536683-31538752	0.225	0.225
chr6:-:31538805-31541949	0	0
chr6:-:31538855-31540321	0	0
chr6:-:31539251-31540321	0	0
chr6:-:31539269-31540321	0.05	0.05
chr6:-:31540401-31541949	0.075	0.075
chr6:-:31540481-31540517	0.025	0.025
chr6:-:31540525-31541949	0	0
chr6:-:31732110-31732216	0	0
chr6:-:32115968-32116367	0	0
chr6:-:32117104-32117322	0.425	0.425
chr6:-:32117404-32117858	0	0
chr6:-:32118032-32118774	0	0
chr6:-:32119948-32120770	0.15	0.15
chr6:-:32119948-32120988	0	0
chr6:-:32120211-32120564	0	0
chr6:-:32126234-32127102	0	0
chr6:-:32126239-32127102	0.025	0.025
chr6:-:32127142-32127441	0	0
chr6:-:32127762-32128116	0	0
chr6:-:32168597-32169283	0	0
chr6:-:32186690-32187241	0	0
chr6:-:32187267-32188097	0	0
chr6:-:32189738-32190081	0	0
chr6:-:32517731-32517785	0	0
chr6:-:32517838-32518053	0	0
chr6:-:32518666-32520163	0.325	0.325
chr6:-:32519561-32521904	0.05	0.05
chr6:-:32578955-32578980	0	0
chr6:-:32579041-32580246	0.05	0.05
chr6:-:32579813-32580136	0.025	0.025
chr6:-:32580270-32581556	0	0
chr6:-:32580853-32581614	0.05	0.05
chr6:-:32580856-32584108	0	0
chr6:-:32581748-32584139	0	0
chr6:-:32582231-32584108	0.025	0.025
chr6:-:32586611-32589642	0.025	0.025
chr6:-:32662212-32664797	0	0
chr6:-:32662217-32664797	0.025	0.025
chr6:-:32665050-32666498	0.05	0.05
chr6:-:32847626-32847648	0.025	0.025
chr6:-:32850472-32851073	0.025	0.025
chr6:-:32850961-32851063	0	0
chr6:-:32852234-32852387	0	0
chr6:-:32934987-32937171	0	0
chr6:-:32937456-32938479	0	0
chr6:-:32949375-32949610	0	0
chr6:-:33065347-33068599	0	0
chr6:-:33065347-33068643	0	0
chr6:-:33065347-33069018	0.025	0.025
chr6:-:33069207-33069640	0.025	0.025
chr6:-:33069289-33069728	0	0
chr6:-:33073593-33080679	0.025	0.025
chr6:-:33295759-33296217	0.075	0.075
chr6:-:33296045-33296217	0	0
chr6:-:33296123-33296217	0	0
chr6:-:33296141-33296264	0.025	0.025
chr6:-:33296464-33296677	0	0
chr6:-:33297115-33297797	0	0
chr6:-:33300090-33304556	0.025	0.025
chr6:-:33300401-33300705	0.625	0.625
chr6:-:33300535-33300840	0.125	0.125
chr6:-:33300698-33300747	0	0
chr6:-:33300938-33301546	0.075	0.075
chr6:-:33301313-33301448	0.2	0.2
chr6:-:33301767-33303954	0.275	0.275
chr6:-:33301771-33302620	0	0
chr6:-:33301771-33304296	0.15	0.15
chr6:-:33304208-33304296	0	0
chr6:-:33304315-33305013	0.25	0.25
chr6:-:33304638-33305222	0	0
chr6:-:33305061-33305222	0.175	0.175
chr6:-:33305075-33305222	0.2	0.2
chr6:-:33416724-33416919	0.05	0.05
chr6:-:33416938-33417096	0	0
chr6:-:33701420-33710694	0.05	0.05
chr6:-:33701420-33711584	0	0
chr6:-:33709763-33710694	0.025	0.025
chr6:-:33710851-33711548	0.025	0.025
chr6:-:34421807-34424698	0	0
chr6:-:34424855-34425071	0	0
chr6:-:34425170-34426031	0.025	0.025
chr6:-:34539703-34540983	0	0
chr6:-:34539737-34540983	0	0
chr6:-:34541089-34544019	0	0
chr6:-:34541098-34544019	0.025	0.025
chr6:-:34544092-34544180	0	0
chr6:-:34544484-34552230	0.025	0.025
chr6:-:34553174-34553257	0	0
chr6:-:34556066-34556213	0.075	0.075
chr6:-:34588995-34589059	0	0
chr6:-:34590600-34606800	0.025	0.025
chr6:-:34646798-34649708	0.1	0.1
chr6:-:34649830-34654624	0.05	0.05
chr6:-:34654779-34688840	0	0
chr6:-:35580217-35587033	0.025	0.025
chr6:-:35619210-35637013	0	0
chr6:-:35642843-35643276	0	0
chr6:-:35642843-35646162	0.075	0.075
chr6:-:35642843-35646729	0.025	0.025
chr6:-:35642843-35672591	0	0
chr6:-:35642843-35680170	0	0
chr6:-:35642843-35688093	0	0
chr6:-:35646366-35646729	0.05	0.05
chr6:-:35646850-35688803	0.025	0.025
chr6:-:35672759-35678957	0	0
chr6:-:35672759-35688803	0	0
chr6:-:35679074-35680170	0.025	0.025
chr6:-:35680422-35688803	0	0
chr6:-:36494637-36496710	0.025	0.025
chr6:-:36499990-36504976	0	0
chr6:-:36540204-36541768	0	0
chr6:-:36540204-36547189	0.7	0.7
chr6:-:36540207-36541768	0	0
chr6:-:36545285-36547189	0	0
chr6:-:36968925-36970038	0.025	0.025
chr6:-:36970436-36972659	0	0
chr6:-:36977667-36978077	0	0
chr6:-:36977784-36978077	0	0
chr6:-:36978104-36978504	0.025	0.025
chr6:-:37483284-37484809	0	0
chr6:-:38682067-38682807	0.025	0.025
chr6:-:38686974-38687076	0	0
chr6:-:38687130-38702970	0.025	0.025
chr6:-:38699876-38699926	0	0
chr6:-:43512559-43512760	0.025	0.025
chr6:-:43513441-43513587	0	0
chr6:-:43516082-43516726	0.025	0.025
chr6:-:43516095-43516745	0	0
chr6:-:43624662-43624887	0.075	0.075
chr6:-:43624716-43624887	0.025	0.025
chr6:-:43624980-43625362	0	0
chr6:-:43625034-43625362	0	0
chr6:-:44114209-44127343	0	0
chr6:-:44116629-44125952	0.05	0.05
chr6:-:44116629-44127254	0	0
chr6:-:52264208-52264394	0.025	0.025
chr6:-:52266693-52267864	0.15	0.15
chr6:-:52268362-52268412	0.025	0.025
chr6:-:52279548-52282044	0	0
chr6:-:52279599-52281540	0	0
chr6:-:52281674-52282044	0	0
chr6:-:53268262-53270660	0	0
chr6:-:53269258-53270592	0	0
chr6:-:53270721-53273219	0.025	0.025
chr6:-:53275183-53276178	0.025	0.025
chr6:-:53276252-53291775	0.025	0.025
chr6:-:53285722-53285854	0	0
chr6:-:53291956-53295641	0	0
chr6:-:53295707-53348349	0	0
chr6:-:53305022-53305296	0	0
chr6:-:53305068-53305214	0	0
chr6:-:53305068-53305341	0	0
chr6:-:53305214-53305341	0	0
chr6:-:53305552-53305631	0.025	0.025
chr6:-:53305552-53305711	0.025	0.025
chr6:-:7289931-7297922	0.025	0.025
chr6:-:7289931-7298746	0	0
chr6:-:7298823-7303549	0	0
chr6:-:7303637-7309943	0	0
chr6:-:73517617-73517705	0.025	0.025
chr6:-:73517664-73519452	0.025	0.025
chr6:-:73517669-73519452	0.05	0.05
chr6:-:73517818-73517866	0.025	0.025
chr6:-:73517818-73518434	0.025	0.025
chr6:-:73517818-73518530	0	0
chr6:-:73517818-73518991	0.025	0.025
chr6:-:73517818-73519008	0	0
chr6:-:73517848-73517878	0.025	0.025
chr6:-:73517848-73519882	0.025	0.025
chr6:-:73517866-73518099	0.025	0.025
chr6:-:73517866-73518440	0	0
chr6:-:73517905-73518029	0.175	0.175
chr6:-:73517934-73518064	0.075	0.075
chr6:-:73517934-73518109	0.025	0.025
chr6:-:73517934-73518143	0.025	0.025
chr6:-:73517934-73518418	0.05	0.05
chr6:-:73517934-73518509	0.05	0.05
chr6:-:73518069-73518700	0.025	0.025
chr6:-:73518165-73518216	0.025	0.025
chr6:-:73518171-73518353	0.05	0.05
chr6:-:73518232-73518353	0.05	0.05
chr6:-:73518232-73518554	0.025	0.025
chr6:-:73518242-73518353	0.225	0.225
chr6:-:73518242-73518438	0.025	0.025
chr6:-:73518242-73518518	0.025	0.025
chr6:-:73518242-73519191	0.025	0.025
chr6:-:73518264-73519486	0.025	0.025
chr6:-:73518370-73518403	0	0
chr6:-:73518370-73519452	0.05	0.05
chr6:-:73518428-73518449	0.025	0.025
chr6:-:73518443-73518518	0	0
chr6:-:73518443-73518554	0.025	0.025
chr6:-:73518530-73518557	0	0
chr6:-:73518530-73518952	0.025	0.025
chr6:-:73518535-73518697	0.25	0.25
chr6:-:73518578-73518779	0.025	0.025
chr6:-:73518583-73518697	0.025	0.025
chr6:-:73518610-73518700	0.175	0.175
chr6:-:73518610-73518713	0.025	0.025
chr6:-:73518610-73518939	0.05	0.05
chr6:-:73518610-73519176	0.025	0.025
chr6:-:73518610-73519461	0.025	0.025
chr6:-:73518716-73518751	0.125	0.125
chr6:-:73518716-73519402	0.025	0.025
chr6:-:73518716-73519486	0.025	0.025
chr6:-:73518716-73519971	0.175	0.175
chr6:-:73518823-73518960	0.05	0.05
chr6:-:73518823-73518969	0.025	0.025
chr6:-:73518823-73519191	0.025	0.025
chr6:-:73518987-73520999	0.025	0.025
chr6:-:73519028-73519191	0.025	0.025
chr6:-:73519028-73519452	0.025	0.025
chr6:-:73519048-73519105	0.025	0.025
chr6:-:73519048-73519486	0.025	0.025
chr6:-:73519060-73519176	0.025	0.025
chr6:-:73519075-73519122	0.025	0.025
chr6:-:73519228-73519993	0.025	0.025
chr6:-:73519412-73519452	0.05	0.05
chr6:-:73519495-73519882	0.025	0.025
chr6:-:73519977-73520999	0.125	0.125
chr6:-:73520678-73520999	0	0
chr6:-:75087642-75089105	0.05	0.05
chr6:-:75087723-75089105	0.025	0.025
chr6:-:75091371-75091497	0.025	0.025
chr6:-:75091385-75091489	0	0
chr6:-:75095157-75097287	0	0
chr6:-:75097306-75098533	0	0
chr6:-:75102637-75105213	0.1	0.1
chr6:-:75102655-75105213	0.025	0.025
chr6:-:75105241-75106418	0.025	0.025
chr6:-:75109106-75113203	0.025	0.025
chr6:-:75109154-75113203	0	0
chr6:-:75115865-75116018	0	0
chr6:-:75115904-75116018	0.05	0.05
chr6:-:75133422-75133874	0	0
chr6:-:75134845-75137436	0	0
chr6:-:75134871-75137436	0	0
chr6:-:75142157-75143247	0.025	0.025
chr6:-:75143388-75144390	0	0
chr6:-:75143505-75145325	0	0
chr6:-:75146238-75147674	0.05	0.05
chr6:-:75148439-75151140	0	0
chr6:-:75151255-75151956	0	0
chr6:-:75151287-75152389	0	0
chr6:-:75152002-75152130	0.025	0.025
chr6:-:75152234-75152332	0.05	0.05
chr6:-:75164464-75165506	0.075	0.075
chr6:-:75165779-75177662	0.925	0.925
chr6:-:75170623-75175037	0	0
chr6:-:75175173-75181080	0.025	0.025
chr6:-:75175306-75177662	0	0
chr6:-:75177826-75177909	0	0
chr6:-:75177929-75180938	0.05	0.05
chr6:-:75180984-75181047	0	0
chr6:-:75180984-75181071	0.025	0.025
chr6:-:75183184-75183217	0	0
chr6:-:75184060-75188361	0	0
chr6:-:75194947-75196809	0	0
chr6:-:75194947-75199192	0	0
chr6:-:75199347-75201444	0	0
chr6:-:75199347-75202719	0	0
chr6:-:75202781-75205839	0	0
chr6:-:75202827-75205012	0	0
chr6:-:75237982-75240300	0	0
chr6:-:75240382-75241175	0.025	0.025
chr6:-:75241265-75243422	0	0
chr6:-:75259424-75260823	0	0
chr6:-:75259428-75260121	0	0
chr6:-:75259428-75260823	0.025	0.025
chr6:-:7882558-7882589	0	0
chr6:-:7882659-7883019	0	0
chr6:-:7882659-7884358	0	0
chr6:-:7884488-7891705	0	0
chr6:-:7888848-7889539	0	0
chr6:-:7891429-7891620	0.025	0.025
chr6:-:7894903-7895105	0.025	0.025
chr6:-:87701958-87701997	0.025	0.025
chr6:-:87701958-87702003	0	0
chr6:-:89329945-89333085	0	0
chr6:-:89329957-89335301	0	0
chr6:-:89329987-89333085	0	0
chr6:-:89334799-89335301	0	0
chr6:-:89342455-89352538	0	0
chr6:-:99400927-99400949	0.025	0.025
chr6:-:99400956-99400985	0	0
chr6:-:99401627-99402539	0.075	0.075
chr6:-:99410925-99412550	0.575	0.575
chr6:-:99414686-99416348	0.925	0.925
chr6:-:99414686-99425214	0.075	0.075
chr7:+:100015707-100023452	0.025	0.025
chr7:+:100016202-100023418	0	0
chr7:+:100017669-100023418	0	0
chr7:+:100023461-100023560	0.05	0.05
chr7:+:100023461-100023836	0.075	0.075
chr7:+:100023616-100023641	0	0
chr7:+:100024307-100033304	0.05	0.05
chr7:+:100024497-100037923	0.025	0.025
chr7:+:100030375-100030850	0.025	0.025
chr7:+:100031100-100033304	0.675	0.675
chr7:+:100031322-100032014	0	0
chr7:+:100033825-100034077	0.225	0.225
chr7:+:100036435-100036479	0	0
chr7:+:100037873-100038714	0	0
chr7:+:100037955-100038930	0.025	0.025
chr7:+:100038930-100039247	0.15	0.15
chr7:+:100090654-100091037	0	0
chr7:+:100150099-100150197	0	0
chr7:+:100151354-100151665	0	0
chr7:+:100358366-100358656	0	0
chr7:+:100358366-100358809	0	0
chr7:+:100359537-100367352	0	0
chr7:+:100359958-100364043	0	0
chr7:+:100367164-100367348	0	0
chr7:+:100603293-100603429	0	0
chr7:+:100605812-100606432	0	0
chr7:+:100606630-100607341	0	0
chr7:+:100607807-100607939	0.025	0.025
chr7:+:100676322-100676692	0	0
chr7:+:100677415-100677555	0	0
chr7:+:100678120-100678151	0.025	0.025
chr7:+:100867988-100868120	0	0
chr7:+:100868233-100868741	0	0
chr7:+:100872744-100873174	0	0
chr7:+:100875328-100875582	0	0
chr7:+:100875712-100877546	0	0
chr7:+:100881805-100882104	0	0
chr7:+:100882241-100882407	0	0
chr7:+:100884239-100884420	0.025	0.025
chr7:+:100884388-100884432	0.025	0.025
chr7:+:101223500-101224037	0	0
chr7:+:101223842-101224037	0	0
chr7:+:127589163-127590111	0	0
chr7:+:127591418-127591567	0.05	0.05
chr7:+:127694948-127701162	0	0
chr7:+:127701394-127702434	0	0
chr7:+:127704950-127707556	0	0
chr7:+:127721400-127725670	0	0
chr7:+:127721400-127804612	0.05	0.05
chr7:+:127725726-127807483	0	0
chr7:+:127804724-127807483	0.025	0.025
chr7:+:127844464-127887901	0	0
chr7:+:127953203-127953233	0	0
chr7:+:128002730-128002761	0	0
chr7:+:128008701-128008757	0	0
chr7:+:128081395-128081416	0.025	0.025
chr7:+:128087039-128089488	0.025	0.025
chr7:+:128089557-128089614	0	0
chr7:+:128739432-128748626	0	0
chr7:+:128754455-128754528	0	0
chr7:+:128754455-128758879	0	0
chr7:+:128759852-128767494	0	0
chr7:+:128770855-128770923	0.025	0.025
chr7:+:133305318-133305876	0	0
chr7:+:133308539-133317283	0	0
chr7:+:133480138-133516776	0	0
chr7:+:134784516-134843883	0	0
chr7:+:134821725-134843883	0	0
chr7:+:134933048-134933108	0.025	0.025
chr7:+:134933396-134941091	0	0
chr7:+:134933699-134933752	0.025	0.025
chr7:+:134933752-134933794	0.025	0.025
chr7:+:134933752-134933836	0.075	0.075
chr7:+:134933752-134933878	0.05	0.05
chr7:+:134933783-134933836	0	0
chr7:+:134933836-134933878	0.025	0.025
chr7:+:134934077-134934462	0.025	0.025
chr7:+:134947551-134950394	0	0
chr7:+:134947562-134947643	0	0
chr7:+:134947645-134947732	0	0
chr7:+:134947655-134947742	0.075	0.075
chr7:+:134947706-134947736	0.025	0.025
chr7:+:134947769-134950387	0.025	0.025
chr7:+:134950514-134958072	0.025	0.025
chr7:+:134950514-134959973	0.075	0.075
chr7:+:140696842-140700869	0	0
chr7:+:141738495-141739129	0.025	0.025
chr7:+:141738507-141739123	0	0
chr7:+:141739880-141742168	0	0
chr7:+:143264676-143264934	0	0
chr7:+:143264676-143264995	0.025	0.025
chr7:+:143265092-143265166	0	0
chr7:+:143268184-143268790	0	0
chr7:+:143268943-143268999	0.025	0.025
chr7:+:143381409-143381559	0.875	0.875
chr7:+:143381409-143381643	0.025	0.025
chr7:+:143382447-143382597	0.05	0.05
chr7:+:143382932-143382956	0.025	0.025
chr7:+:143389871-143389915	0.025	0.025
chr7:+:148730283-148754009	0	0
chr7:+:148741581-148741716	0	0
chr7:+:148759638-148760428	0	0
chr7:+:148798160-148798571	0	0
chr7:+:151064767-151064860	0	0
chr7:+:151064767-151064862	0	0
chr7:+:151071297-151071400	0.05	0.05
chr7:+:151071297-151071688	0	0
chr7:+:157139338-157139755	0	0
chr7:+:157140018-157163809	0	0
chr7:+:157163863-157166415	0.025	0.025
chr7:+:157163863-157169051	0.125	0.125
chr7:+:157163863-157170303	0.125	0.125
chr7:+:157166681-157169047	0.025	0.025
chr7:+:157216971-157223253	0	0
chr7:+:157217958-157218384	0	0
chr7:+:157223351-157231079	0.025	0.025
chr7:+:157253819-157253953	0.025	0.025
chr7:+:157256420-157256913	0	0
chr7:+:157267768-157267806	0	0
chr7:+:157337080-157358546	0.025	0.025
chr7:+:157351029-157351540	0	0
chr7:+:157367483-157368764	0	0
chr7:+:157367483-157381835	0	0
chr7:+:157367483-157382248	0	0
chr7:+:157369633-157369661	0	0
chr7:+:157369661-157369744	0.025	0.025
chr7:+:157369716-157369882	0	0
chr7:+:157369772-157369827	0.05	0.05
chr7:+:157369910-157369991	0	0
chr7:+:157369910-157370102	0	0
chr7:+:157385611-157416015	0	0
chr7:+:16753833-16753880	0.025	0.025
chr7:+:16776363-16777077	0.125	0.125
chr7:+:16776363-16777797	0.075	0.075
chr7:+:16777122-16777803	0.1	0.1
chr7:+:23247993-23253306	0	0
chr7:+:23254312-23259979	0	0
chr7:+:23260138-23260460	0.225	0.225
chr7:+:23260138-23260487	0.2	0.2
chr7:+:23260138-23260490	0.05	0.05
chr7:+:23261565-23266480	0.025	0.025
chr7:+:23273614-23274053	0.45	0.45
chr7:+:23273625-23274074	0	0
chr7:+:2355083-2355233	0	0
chr7:+:2355140-2355167	0	0
chr7:+:2366417-2366524	0	0
chr7:+:2368453-2369471	0	0
chr7:+:2369514-2369570	0	0
chr7:+:2377545-2377865	0	0
chr7:+:2377609-2377673	0	0
chr7:+:2377609-2377990	0	0
chr7:+:2377609-2378054	0	0
chr7:+:2377673-2377737	0.05	0.05
chr7:+:2377673-2377801	0.05	0.05
chr7:+:2377737-2377865	0	0
chr7:+:2377801-2377990	0.025	0.025
chr7:+:2378307-2378369	0	0
chr7:+:2379511-2380283	0.45	0.45
chr7:+:2379511-2380414	0.175	0.175
chr7:+:2379511-2380474	0	0
chr7:+:26201830-26202970	0	0
chr7:+:26201830-26202976	0	0
chr7:+:26202013-26202970	0	0
chr7:+:26202456-26202970	0	0
chr7:+:26202456-26202976	0.025	0.025
chr7:+:26211756-26212086	0	0
chr7:+:27765994-27769760	0	0
chr7:+:27785311-27785405	0	0
chr7:+:27787603-27792026	0	0
chr7:+:27794446-27796118	0.025	0.025
chr7:+:27800090-27827737	0.075	0.075
chr7:+:27816490-27816889	0.025	0.025
chr7:+:27827820-27828643	0	0
chr7:+:30626561-30626772	0.025	0.025
chr7:+:30924428-30925018	0.125	0.125
chr7:+:30924906-30925379	0	0
chr7:+:30925245-30925349	0	0
chr7:+:32968715-32968800	0	0
chr7:+:32988632-32996162	0	0
chr7:+:33006260-33006391	0	0
chr7:+:35831496-35832803	0.475	0.475
chr7:+:35832863-35863551	0.1	0.1
chr7:+:35832896-35863551	0	0
chr7:+:35882576-35883915	0.025	0.025
chr7:+:35883911-35890716	0.025	0.025
chr7:+:44104830-44107900	0.025	0.025
chr7:+:44106043-44106581	0.025	0.025
chr7:+:44106604-44106679	0.025	0.025
chr7:+:44106604-44106712	0	0
chr7:+:44106636-44107839	0.025	0.025
chr7:+:44106670-44106736	0.075	0.075
chr7:+:44106670-44106769	0.25	0.25
chr7:+:44106736-44106769	0.025	0.025
chr7:+:44106887-44107687	0.025	0.025
chr7:+:44107510-44107630	0.025	0.025
chr7:+:44107700-44108006	0	0
chr7:+:44107839-44107863	0.025	0.025
chr7:+:44107873-44107900	0.025	0.025
